
[Name]
IGV Blade

[Data]
X [ m ], Y [ m ], Z [ m ]
2.15519108e-02, 2.95168340e-01, 2.46757176e-04
2.17751712e-02, 2.95204341e-01, 1.97941612e-04
2.19373908e-02, 2.95230061e-01, 1.39942931e-04
2.20398642e-02, 2.95246005e-01, 7.49719184e-05
2.20787581e-02, 2.95251727e-01, 4.83846179e-07
2.09799167e-02, 2.99028456e-01, 3.03006353e-04
2.13296935e-02, 2.99086303e-01, 2.71100842e-04
2.16238070e-02, 2.99129426e-01, 2.36816311e-04
2.18565669e-02, 2.99160749e-01, 1.90924024e-04
2.20283233e-02, 2.99183160e-01, 1.36190429e-04
2.21388135e-02, 2.99197018e-01, 7.48181119e-05
2.21840367e-02, 2.99201965e-01, 1.12639452e-06
2.10335236e-02, 3.02996308e-01, 2.89191405e-04
2.13858355e-02, 3.03045422e-01, 2.58530170e-04
2.16868576e-02, 3.03082079e-01, 2.26018819e-04
2.19289772e-02, 3.03108752e-01, 1.82738760e-04
2.21100003e-02, 3.03127795e-01, 1.31125358e-04
2.22278628e-02, 3.03139597e-01, 7.34326240e-05
2.22787559e-02, 3.03143770e-01, 1.83428426e-06
2.10858826e-02, 3.06959033e-01, 2.76018167e-04
2.14407723e-02, 3.06999445e-01, 2.46758776e-04
2.17488334e-02, 3.07029605e-01, 2.16413173e-04
2.20004562e-02, 3.07051569e-01, 1.75865251e-04
2.21908931e-02, 3.07067245e-01, 1.27202875e-04
2.23160684e-02, 3.07076961e-01, 7.26142898e-05
2.23734807e-02, 3.07080328e-01, 2.68735653e-06
2.11241506e-02, 3.10233176e-01, 2.65059061e-04
2.14811787e-02, 3.10266376e-01, 2.36899519e-04
2.17950456e-02, 3.10291141e-01, 2.08131110e-04
2.20544953e-02, 3.10309201e-01, 1.69734994e-04
2.22526491e-02, 3.10322106e-01, 1.23467995e-04
2.23837141e-02, 3.10330063e-01, 7.14932103e-05
2.24463474e-02, 3.10332775e-01, 3.51746962e-06
2.11476944e-02, 3.12938124e-01, 2.59083987e-04
2.15065107e-02, 3.12965304e-01, 2.31643411e-04
2.18252447e-02, 3.12985629e-01, 2.04018870e-04
2.20912639e-02, 3.13000411e-01, 1.66980390e-04
2.22958103e-02, 3.13010991e-01, 1.21847494e-04
2.24317275e-02, 3.13017547e-01, 7.11289831e-05
2.24980228e-02, 3.13019753e-01, 4.01798934e-06
2.11606510e-02, 3.15174013e-01, 2.54051265e-04
2.15209406e-02, 3.15196216e-01, 2.27187818e-04
2.18436792e-02, 3.15212816e-01, 2.00424853e-04
2.21150983e-02, 3.15224916e-01, 1.64447672e-04
2.23248899e-02, 3.15233588e-01, 1.20213241e-04
2.24647056e-02, 3.15238953e-01, 7.04264239e-05
2.25333441e-02, 3.15240741e-01, 4.28599606e-06
2.11664271e-02, 3.17021579e-01, 2.49822944e-04
2.15279292e-02, 3.17039669e-01, 2.23424839e-04
2.18539648e-02, 3.17053199e-01, 1.97318455e-04
2.21298281e-02, 3.17063063e-01, 1.62171476e-04
2.23439299e-02, 3.17070127e-01, 1.18638309e-04
2.24868748e-02, 3.17074507e-01, 6.95214258e-05
2.25568358e-02, 3.17075998e-01, 4.34220192e-06
2.11676881e-02, 3.18549335e-01, 2.47905380e-04
2.15302072e-02, 3.18564028e-01, 2.21715221e-04
2.18589846e-02, 3.18574995e-01, 1.95939501e-04
2.21385509e-02, 3.18583012e-01, 1.61214004e-04
2.23562289e-02, 3.18588763e-01, 1.17905969e-04
2.25016903e-02, 3.18592310e-01, 6.88475629e-05
2.25720275e-02, 3.18593532e-01, 4.24047630e-06
2.11655609e-02, 3.19812596e-01, 2.47046410e-04
2.15289276e-02, 3.19824457e-01, 2.20975169e-04
2.18599848e-02, 3.19833338e-01, 1.95413988e-04
2.21426394e-02, 3.19839835e-01, 1.60977186e-04
2.23633125e-02, 3.19844484e-01, 1.17752897e-04
2.25109030e-02, 3.19847345e-01, 6.86039712e-05
2.25817300e-02, 3.19848359e-01, 4.21676168e-06
2.11633369e-02, 3.20856929e-01, 2.46245385e-04
2.15274040e-02, 3.20866466e-01, 2.20270798e-04
2.18603369e-02, 3.20873618e-01, 1.94851295e-04
2.21455265e-02, 3.20878804e-01, 1.60579802e-04
2.23686285e-02, 3.20882529e-01, 1.17315307e-04
2.25178227e-02, 3.20884854e-01, 6.78937067e-05
2.25880127e-02, 3.20885688e-01, 3.94299923e-06
2.11594645e-02, 3.21720511e-01, 2.46174604e-04
2.15241127e-02, 3.21728110e-01, 2.20217422e-04
2.18586065e-02, 3.21733773e-01, 1.94861510e-04
2.21459158e-02, 3.21737945e-01, 1.60711104e-04
2.23710742e-02, 3.21740896e-01, 1.17398304e-04
2.25217156e-02, 3.21742743e-01, 6.77704011e-05
2.25920621e-02, 3.21743399e-01, 3.88323133e-06
2.11562999e-02, 3.22434574e-01, 2.46534095e-04
2.15214342e-02, 3.22440565e-01, 2.20550675e-04
2.18572188e-02, 3.22445065e-01, 1.95180692e-04
2.21462846e-02, 3.22448343e-01, 1.61030097e-04
2.23731287e-02, 3.22450668e-01, 1.17523181e-04
2.25248747e-02, 3.22452128e-01, 6.74858748e-05
2.25947239e-02, 3.22452664e-01, 3.69576969e-06
2.11535767e-02, 3.23025018e-01, 2.46808922e-04
2.15191115e-02, 3.23029697e-01, 2.20803398e-04
2.18559634e-02, 3.23033184e-01, 1.95413508e-04
2.21464764e-02, 3.23035747e-01, 1.61243603e-04
2.23747026e-02, 3.23037595e-01, 1.17546122e-04
2.25273203e-02, 3.23038727e-01, 6.71156376e-05
2.25964766e-02, 3.23039144e-01, 3.49184438e-06
2.11503990e-02, 3.23513269e-01, 2.47083575e-04
2.15162653e-02, 3.23516846e-01, 2.21058377e-04
2.18539983e-02, 3.23519528e-01, 1.95662258e-04
2.21457183e-02, 3.23521465e-01, 1.61514909e-04
2.23751087e-02, 3.23522896e-01, 1.17714131e-04
2.25285292e-02, 3.23523760e-01, 6.70576119e-05
2.25976165e-02, 3.23524088e-01, 3.42939438e-06
2.11477689e-02, 3.23916972e-01, 2.47298129e-04
2.15139091e-02, 3.23919654e-01, 2.21256560e-04
2.18523704e-02, 3.23921651e-01, 1.95850895e-04
2.21450869e-02, 3.23923111e-01, 1.61711680e-04
2.23754346e-02, 3.23924184e-01, 1.17809206e-04
2.25294940e-02, 3.23924839e-01, 6.69363144e-05
2.25983728e-02, 3.23925078e-01, 3.34943434e-06
2.11455934e-02, 3.24250817e-01, 2.47467367e-04
2.15119589e-02, 3.24252725e-01, 2.21412134e-04
2.18510237e-02, 3.24254185e-01, 1.95995846e-04
2.21445598e-02, 3.24255228e-01, 1.61856427e-04
2.23756954e-02, 3.24256003e-01, 1.17859279e-04
2.25302689e-02, 3.24256480e-01, 6.67880522e-05
2.25988757e-02, 3.24256659e-01, 3.26625786e-06
2.11437941e-02, 3.24526846e-01, 2.47601885e-04
2.15103477e-02, 3.24528158e-01, 2.21535316e-04
2.18499098e-02, 3.24529141e-01, 1.96108478e-04
2.21441239e-02, 3.24529856e-01, 1.61964344e-04
2.23759059e-02, 3.24530393e-01, 1.17881966e-04
2.25308947e-02, 3.24530691e-01, 6.66338528e-05
2.25992110e-02, 3.24530810e-01, 3.18723460e-06
2.11423058e-02, 3.24755102e-01, 2.47709511e-04
2.15090141e-02, 3.24755907e-01, 2.21633556e-04
2.18489878e-02, 3.24756503e-01, 1.96196866e-04
2.21437607e-02, 3.24756950e-01, 1.62045792e-04
2.23760772e-02, 3.24757248e-01, 1.17888361e-04
2.25314014e-02, 3.24757457e-01, 6.64854088e-05
2.25994345e-02, 3.24757546e-01, 3.11570602e-06
2.11410765e-02, 3.24943870e-01, 2.47796153e-04
2.15079114e-02, 3.24944228e-01, 2.21712384e-04
2.18482241e-02, 3.24944496e-01, 1.96266788e-04
2.21434608e-02, 3.24944705e-01, 1.62107986e-04
2.23762169e-02, 3.24944884e-01, 1.17885444e-04
2.25318130e-02, 3.24944973e-01, 6.63487153e-05
2.25995854e-02, 3.24945003e-01, 3.05279787e-06
2.11400595e-02, 3.25099915e-01, 2.47866119e-04
2.15069987e-02, 3.25099945e-01, 2.21775903e-04
2.18475927e-02, 3.25099975e-01, 1.96322493e-04
2.21432112e-02, 3.25099975e-01, 1.62155935e-04
2.23763324e-02, 3.25100005e-01, 1.17877549e-04
2.25321501e-02, 3.25100005e-01, 6.62263919e-05
2.25996841e-02, 3.25100034e-01, 2.99838757e-06
2.25415602e-02, 2.56358445e-01, -7.56806185e-05
2.25661639e-02, 2.56175041e-01, -7.70610495e-05
2.24780273e-02, 2.56302357e-01, -1.47343220e-04
2.25017965e-02, 2.56118596e-01, -1.48871404e-04
2.23744288e-02, 2.56211698e-01, -2.14030413e-04
2.23979149e-02, 2.56027550e-01, -2.15365595e-04
2.22295206e-02, 2.56085247e-01, -2.74107239e-04
2.22530905e-02, 2.55900592e-01, -2.75256170e-04
2.20396426e-02, 2.55919695e-01, -3.24477296e-04
2.20635347e-02, 2.55734444e-01, -3.25499277e-04
2.18031891e-02, 2.55698442e-01, -3.60559730e-04
2.18275804e-02, 2.55512416e-01, -3.61554266e-04
2.15037279e-02, 2.55414218e-01, -3.88848915e-04
2.15286203e-02, 2.55227149e-01, -3.89837835e-04
2.25121565e-02, 2.56580323e-01, -7.42832708e-05
2.24494617e-02, 2.56524622e-01, -1.45754806e-04
2.23461147e-02, 2.56434411e-01, -2.12614817e-04
2.22010612e-02, 2.56308526e-01, -2.72859295e-04
2.20107697e-02, 2.56143719e-01, -3.23330372e-04
2.17737015e-02, 2.55923420e-01, -3.59399797e-04
2.14736313e-02, 2.55640447e-01, -3.87683569e-04
2.24771965e-02, 2.56848752e-01, -7.30099928e-05
2.24152189e-02, 2.56793439e-01, -1.44257734e-04
2.23120190e-02, 2.56703764e-01, -2.11235310e-04
2.21667103e-02, 2.56578594e-01, -2.71589321e-04
2.19758786e-02, 2.56414622e-01, -3.22096283e-04
2.17380468e-02, 2.56195456e-01, -3.58074874e-04
2.14372408e-02, 2.55914032e-01, -3.86337837e-04
2.24358216e-02, 2.57173479e-01, -7.20447279e-05
2.23742686e-02, 2.57118613e-01, -1.43059500e-04
2.22710092e-02, 2.57029563e-01, -2.10052109e-04
2.21252739e-02, 2.56905198e-01, -2.70402117e-04
2.19337214e-02, 2.56742299e-01, -3.20826715e-04
2.16949396e-02, 2.56524473e-01, -3.56584293e-04
2.13932376e-02, 2.56244868e-01, -3.84802348e-04
2.23871302e-02, 2.57566392e-01, -7.16786890e-05
2.23254338e-02, 2.57511973e-01, -1.42491845e-04
2.22217422e-02, 2.57423609e-01, -2.09324033e-04
2.20753103e-02, 2.57300228e-01, -2.69469892e-04
2.18827985e-02, 2.57138550e-01, -3.19612824e-04
2.16428228e-02, 2.56922394e-01, -3.54940217e-04
2.13400312e-02, 2.56644994e-01, -3.83077888e-04
2.23301873e-02, 2.58041799e-01, -7.23854246e-05
2.22673621e-02, 2.57987767e-01, -1.43069876e-04
2.21626330e-02, 2.57900208e-01, -2.09450300e-04
2.20151003e-02, 2.57777959e-01, -2.69058859e-04
2.18212940e-02, 2.57617772e-01, -3.18600243e-04
2.15798207e-02, 2.57403612e-01, -3.53173789e-04
2.12757029e-02, 2.57128894e-01, -3.81182268e-04
2.22660564e-02, 2.58617312e-01, -7.17630246e-05
2.22030692e-02, 2.58563906e-01, -1.42134726e-04
2.20977403e-02, 2.58477360e-01, -2.08287485e-04
2.19492055e-02, 2.58356541e-01, -2.67602270e-04
2.17540022e-02, 2.58198142e-01, -3.16751481e-04
2.15107910e-02, 2.57986397e-01, -3.50705144e-04
2.12050788e-02, 2.57714957e-01, -3.78603581e-04
2.21951194e-02, 2.59314150e-01, -6.91166279e-05
2.21335813e-02, 2.59261698e-01, -1.38914576e-04
2.20284034e-02, 2.59176463e-01, -2.05250122e-04
2.18790956e-02, 2.59057403e-01, -2.64730450e-04
2.16824245e-02, 2.58901238e-01, -3.13876168e-04
2.14372035e-02, 2.58692414e-01, -3.47517896e-04
2.11295728e-02, 2.58424908e-01, -3.75304982e-04
2.21150182e-02, 2.60157496e-01, -6.92206740e-05
2.20525153e-02, 2.60105878e-01, -1.38825810e-04
2.19460465e-02, 2.60022104e-01, -2.04790020e-04
2.17950363e-02, 2.59905070e-01, -2.63774389e-04
2.15961803e-02, 2.59751529e-01, -3.12230201e-04
2.13483591e-02, 2.59546220e-01, -3.45082575e-04
2.10383646e-02, 2.59283483e-01, -3.72668117e-04
2.20295861e-02, 2.61178493e-01, -6.78629731e-05
2.19672006e-02, 2.61128008e-01, -1.37023235e-04
2.18598694e-02, 2.61046022e-01, -2.02849536e-04
2.17071604e-02, 2.60931522e-01, -2.61598616e-04
2.15058513e-02, 2.60781169e-01, -3.09533818e-04
2.12549865e-02, 2.60580152e-01, -3.41755076e-04
2.09421683e-02, 2.60323137e-01, -3.69184039e-04
2.19464488e-02, 2.62311399e-01, -6.78393844e-05
2.18829270e-02, 2.62262076e-01, -1.36772607e-04
2.17739455e-02, 2.62182057e-01, -2.02186260e-04
2.16190033e-02, 2.62070328e-01, -2.60349247e-04
2.14147959e-02, 2.61923522e-01, -3.07404087e-04
2.11604983e-02, 2.61727244e-01, -3.38698708e-04
2.08445564e-02, 2.61476636e-01, -3.66066670e-04
2.18651351e-02, 2.63652444e-01, -6.53081370e-05
2.18029395e-02, 2.63604641e-01, -1.34010144e-04
2.16933507e-02, 2.63527006e-01, -2.00071823e-04
2.15362981e-02, 2.63418525e-01, -2.58665561e-04
2.13288292e-02, 2.63275921e-01, -3.05753259e-04
2.10704040e-02, 2.63085216e-01, -3.36671132e-04
2.07506325e-02, 2.62842149e-01, -3.64404928e-04
2.17845328e-02, 2.65275389e-01, -6.47616034e-05
2.17216164e-02, 2.65229255e-01, -1.33549620e-04
2.16100402e-02, 2.65154421e-01, -1.99773713e-04
2.14498360e-02, 2.65049875e-01, -2.58159183e-04
2.12381613e-02, 2.64912307e-01, -3.04578251e-04
2.09747255e-02, 2.64728367e-01, -3.34729324e-04
2.06503924e-02, 2.64494389e-01, -3.62858525e-04
2.17123460e-02, 2.67217010e-01, -6.38548736e-05
2.16487553e-02, 2.67172903e-01, -1.32667541e-04
2.15349067e-02, 2.67101437e-01, -1.99094007e-04
2.13709883e-02, 2.67001629e-01, -2.57242820e-04
2.11543217e-02, 2.66870141e-01, -3.02834262e-04
2.08849609e-02, 2.66694307e-01, -3.32337862e-04
2.05551870e-02, 2.66471237e-01, -3.60908336e-04
2.16565039e-02, 2.69496083e-01, -6.25419925e-05
2.15925779e-02, 2.69454360e-01, -1.31559456e-04
2.14762557e-02, 2.69386858e-01, -1.98510505e-04
2.13080812e-02, 2.69292623e-01, -2.56806088e-04
2.10855622e-02, 2.69168258e-01, -3.01704393e-04
2.08092723e-02, 2.69001961e-01, -3.30944255e-04
2.04731114e-02, 2.68791765e-01, -3.60459642e-04
2.16239952e-02, 2.72249162e-01, -6.15741737e-05
2.15593483e-02, 2.72210300e-01, -1.31284323e-04
2.14397740e-02, 2.72147566e-01, -1.99030663e-04
2.12663226e-02, 2.72060066e-01, -2.57723586e-04
2.10366268e-02, 2.71944344e-01, -3.01916181e-04
2.07519569e-02, 2.71789581e-01, -3.31186719e-04
2.04080809e-02, 2.71594942e-01, -3.62319261e-04
2.16226894e-02, 2.75535226e-01, -6.19905259e-05
2.15554088e-02, 2.75499821e-01, -1.32796675e-04
2.14309227e-02, 2.75442809e-01, -2.00975817e-04
2.12506875e-02, 2.75363326e-01, -2.59448861e-04
2.10123118e-02, 2.75257915e-01, -3.02382745e-04
2.07176786e-02, 2.75116920e-01, -3.31973744e-04
2.03645900e-02, 2.74940789e-01, -3.64937645e-04
2.16569696e-02, 2.79492199e-01, -6.27028639e-05
2.15858780e-02, 2.79460996e-01, -1.34389760e-04
2.14552972e-02, 2.79410928e-01, -2.02688359e-04
2.12669335e-02, 2.79341191e-01, -2.60685309e-04
2.10182853e-02, 2.79248208e-01, -3.02417408e-04
2.07117684e-02, 2.79123813e-01, -3.33179807e-04
2.03475617e-02, 2.78970033e-01, -3.68110719e-04
2.17222515e-02, 2.83433318e-01, -6.47991401e-05
2.16453634e-02, 2.83406377e-01, -1.36911505e-04
2.15078648e-02, 2.83363253e-01, -2.04142183e-04
2.13112552e-02, 2.83303231e-01, -2.60759116e-04
2.10524965e-02, 2.83222646e-01, -3.01124353e-04
2.07342114e-02, 2.83114821e-01, -3.33069533e-04
2.03589424e-02, 2.82983333e-01, -3.69537855e-04
2.18139142e-02, 2.87365168e-01, -6.87075953e-05
2.17290074e-02, 2.87342608e-01, -1.39954267e-04
2.15840545e-02, 2.87306488e-01, -2.04662821e-04
2.13792212e-02, 2.87256122e-01, -2.59026769e-04
2.11105309e-02, 2.87187934e-01, -2.98064813e-04
2.07805317e-02, 2.87096649e-01, -3.31054325e-04
2.03942303e-02, 2.86987394e-01, -3.68654029e-04
2.19227336e-02, 2.91290700e-01, -7.45941506e-05
2.18282994e-02, 2.91272610e-01, -1.42408244e-04
2.16759276e-02, 2.91243523e-01, -2.02997762e-04
2.14630403e-02, 2.91202873e-01, -2.54069484e-04
2.11845879e-02, 2.91147083e-01, -2.91459437e-04
2.08429117e-02, 2.91072339e-01, -3.24851833e-04
2.04456057e-02, 2.90985346e-01, -3.62701627e-04
2.20400896e-02, 2.95245916e-01, -7.41088006e-05
2.19386816e-02, 2.95230091e-01, -1.38908072e-04
2.17779782e-02, 2.95204550e-01, -1.96869078e-04
2.15573106e-02, 2.95168847e-01, -2.45573465e-04
2.12727711e-02, 2.95119822e-01, -2.81800894e-04
2.09294353e-02, 2.95054138e-01, -3.14399833e-04
2.05338784e-02, 2.94977784e-01, -3.51162045e-04
2.21402515e-02, 2.99197018e-01, -7.32971021e-05
2.20319964e-02, 2.99183339e-01, -1.34402828e-04
2.18629837e-02, 2.99161226e-01, -1.89151542e-04
2.16346309e-02, 2.99130350e-01, -2.34962688e-04
2.13441793e-02, 2.99087942e-01, -2.69317476e-04
2.09995881e-02, 2.99031079e-01, -3.00507847e-04
2.06062961e-02, 2.98964977e-01, -3.35631426e-04
2.22305898e-02, 3.03139657e-01, -7.14206544e-05
2.21161135e-02, 3.03128093e-01, -1.28832005e-04
2.19390076e-02, 3.03109407e-01, -1.80396935e-04
2.17030831e-02, 3.03083301e-01, -2.23590687e-04
2.14067604e-02, 3.03047419e-01, -2.56326719e-04
2.10609157e-02, 3.02999347e-01, -2.86089489e-04
2.06698831e-02, 3.02943408e-01, -3.19643150e-04
2.23199725e-02, 3.07077050e-01, -7.01051176e-05
2.21993402e-02, 3.07067603e-01, -1.24310536e-04
2.20140796e-02, 3.07052314e-01, -1.72999193e-04
2.17704792e-02, 3.07030946e-01, -2.13526408e-04
2.14681663e-02, 3.07001561e-01, -2.44189869e-04
2.11210549e-02, 3.06962192e-01, -2.72516423e-04
2.07322482e-02, 3.06916356e-01, -3.04269459e-04
2.23886482e-02, 3.10330153e-01, -6.86808708e-05
2.22630631e-02, 3.10322464e-01, -1.20164419e-04
2.20711231e-02, 3.10309976e-01, -1.66505764e-04
2.18212176e-02, 3.10292482e-01, -2.04890908e-04
2.15139836e-02, 3.10268462e-01, -2.34048857e-04
2.11658366e-02, 3.10236245e-01, -2.61212233e-04
2.07788832e-02, 3.10198754e-01, -2.91602482e-04
2.24374197e-02, 3.13017637e-01, -6.81182792e-05
2.23078206e-02, 3.13011348e-01, -1.18312390e-04
2.21103225e-02, 3.13001156e-01, -1.63512668e-04
2.18550749e-02, 3.12986881e-01, -2.00519265e-04
2.15436798e-02, 3.12967271e-01, -2.28615521e-04
2.11946070e-02, 3.12940925e-01, -2.54934275e-04
2.08091326e-02, 3.12910318e-01, -2.84485752e-04
2.24709939e-02, 3.15239042e-01, -6.72352035e-05
2.23382171e-02, 3.15233916e-01, -1.16486335e-04
2.21361648e-02, 3.15225601e-01, -1.60797033e-04
2.18765270e-02, 3.15213978e-01, -1.96728593e-04
2.15617102e-02, 3.15197974e-01, -2.24003335e-04
2.12118775e-02, 3.15176517e-01, -2.49661622e-04
2.08276249e-02, 3.15151542e-01, -2.78538006e-04
2.24936400e-02, 3.17074567e-01, -6.61673548e-05
2.23583374e-02, 3.17070395e-01, -1.14750757e-04
2.21525542e-02, 3.17063630e-01, -1.58375624e-04
2.18893066e-02, 3.17054182e-01, -1.93471817e-04
2.15716716e-02, 3.17041188e-01, -2.20105227e-04
2.12212112e-02, 3.17023724e-01, -2.45243311e-04
2.08379719e-02, 3.17003399e-01, -2.73574376e-04
2.25088540e-02, 3.18592399e-01, -6.53202587e-05
2.23715398e-02, 3.18589002e-01, -1.13847585e-04
2.21626591e-02, 3.18583518e-01, -1.57270377e-04
2.18964033e-02, 3.18575859e-01, -1.91959771e-04
2.15764139e-02, 3.18565339e-01, -2.18247544e-04
2.12254338e-02, 3.18551183e-01, -2.43168586e-04
2.08430123e-02, 3.18534732e-01, -2.71144032e-04
2.25184113e-02, 3.19847435e-01, -6.49288049e-05
2.23793723e-02, 3.19844693e-01, -1.13540984e-04
2.21679006e-02, 3.19840282e-01, -1.56904964e-04
2.18991321e-02, 3.19834113e-01, -1.91325147e-04
2.15771850e-02, 3.19825619e-01, -2.17375884e-04
2.12257709e-02, 3.19814205e-01, -2.42178809e-04
2.08440218e-02, 3.19800913e-01, -2.69879471e-04
2.25255843e-02, 3.20884913e-01, -6.40701182e-05
2.23853011e-02, 3.20882708e-01, -1.12966118e-04
2.21717358e-02, 3.20879161e-01, -1.56392445e-04
2.19009127e-02, 3.20874214e-01, -1.90667080e-04
2.15773582e-02, 3.20867389e-01, -2.16565619e-04
2.12255884e-02, 3.20858240e-01, -2.41268601e-04
2.08443943e-02, 3.20847571e-01, -2.68746167e-04
2.25297045e-02, 3.21742803e-01, -6.38478305e-05
2.23882552e-02, 3.21741045e-01, -1.12934882e-04
2.21729130e-02, 3.21738213e-01, -1.56426511e-04
2.19003651e-02, 3.21734279e-01, -1.90598177e-04
2.15754695e-02, 3.21728826e-01, -2.16412867e-04
2.12233979e-02, 3.21721524e-01, -2.41083748e-04
2.08426621e-02, 3.21713030e-01, -2.68460222e-04
2.25330330e-02, 3.22452188e-01, -6.34695825e-05
2.23907214e-02, 3.22450787e-01, -1.12949681e-04
2.21739281e-02, 3.22448552e-01, -1.56648341e-04
2.18999516e-02, 3.22445452e-01, -1.90844570e-04
2.15739477e-02, 3.22441161e-01, -2.16653760e-04
2.12216247e-02, 3.22435379e-01, -2.41333008e-04
2.08412614e-02, 3.22428674e-01, -2.68680305e-04
2.25356072e-02, 3.23038757e-01, -6.30131181e-05
2.23926362e-02, 3.23037684e-01, -1.12878341e-04
2.21746545e-02, 3.23035926e-01, -1.56778435e-04
2.18995046e-02, 3.23033482e-01, -1.91015934e-04
2.15725824e-02, 3.23030144e-01, -2.16829809e-04
2.12200526e-02, 3.23025674e-01, -2.41516784e-04
2.08400022e-02, 3.23020428e-01, -2.68839911e-04
2.25369390e-02, 3.23523790e-01, -6.28981797e-05
2.23933272e-02, 3.23522955e-01, -1.12975540e-04
2.21743397e-02, 3.23521614e-01, -1.56986527e-04
2.18982063e-02, 3.23519737e-01, -1.91218249e-04
2.15705261e-02, 3.23517203e-01, -2.17021268e-04
2.12178212e-02, 3.23513746e-01, -2.41715519e-04
2.08380278e-02, 3.23509753e-01, -2.69020529e-04
2.25379989e-02, 3.23924839e-01, -6.27253175e-05
2.23938860e-02, 3.23924214e-01, -1.13010428e-04
2.21740734e-02, 3.23923230e-01, -1.57129471e-04
2.18971297e-02, 3.23921829e-01, -1.91367842e-04
2.15688236e-02, 3.23919922e-01, -2.17166875e-04
2.12159771e-02, 3.23917359e-01, -2.41867485e-04
2.08363943e-02, 3.23914349e-01, -2.69157434e-04
2.25388482e-02, 3.24256480e-01, -6.25312969e-05
2.23943405e-02, 3.24256033e-01, -1.13009570e-04
2.21738480e-02, 3.24255317e-01, -1.57228729e-04
2.18962394e-02, 3.24254304e-01, -1.91480052e-04
2.15674136e-02, 3.24252933e-01, -2.17278997e-04
2.12144498e-02, 3.24251086e-01, -2.41985079e-04
2.08350439e-02, 3.24248940e-01, -2.69262469e-04
2.25395318e-02, 3.24530721e-01, -6.23371016e-05
2.23947093e-02, 3.24530393e-01, -1.12989299e-04
2.21736617e-02, 3.24529916e-01, -1.57298360e-04
2.18955018e-02, 3.24529231e-01, -1.91565312e-04
2.15662476e-02, 3.24528277e-01, -2.17366265e-04
2.12131869e-02, 3.24527025e-01, -2.42076989e-04
2.08339263e-02, 3.24525565e-01, -2.69343960e-04
2.25400850e-02, 3.24757457e-01, -6.21540967e-05
2.23950129e-02, 3.24757278e-01, -1.12959598e-04
2.21735053e-02, 3.24756980e-01, -1.57347749e-04
2.18948908e-02, 3.24756563e-01, -1.91630868e-04
2.15652846e-02, 3.24755996e-01, -2.17434834e-04
2.12121420e-02, 3.24755222e-01, -2.42149486e-04
2.08330024e-02, 3.24754328e-01, -2.69407785e-04
2.25405339e-02, 3.24944973e-01, -6.19878119e-05
2.23952606e-02, 3.24944884e-01, -1.12926413e-04
2.21733730e-02, 3.24944735e-01, -1.57383140e-04
2.18943842e-02, 3.24944526e-01, -1.91681800e-04
2.15644855e-02, 3.24944258e-01, -2.17489142e-04
2.12112777e-02, 3.24943900e-01, -2.42207083e-04
2.08322369e-02, 3.24943483e-01, -2.69458222e-04
2.25408990e-02, 3.25100005e-01, -6.18404301e-05
2.23954637e-02, 3.25100005e-01, -1.12893336e-04
2.21732650e-02, 3.25099975e-01, -1.57408867e-04
2.18939651e-02, 3.25099975e-01, -1.91721803e-04
2.15638261e-02, 3.25099945e-01, -2.17532535e-04
2.12105624e-02, 3.25099945e-01, -2.42253256e-04
2.08316036e-02, 3.25099915e-01, -2.69498443e-04
2.11325213e-02, 2.55054295e-01, -4.22763114e-04
2.11577918e-02, 2.54863828e-01, -4.23826510e-04
2.06774715e-02, 2.54605591e-01, -4.63669101e-04
2.07029004e-02, 2.54410893e-01, -4.64827957e-04
2.11019646e-02, 2.55284637e-01, -4.21500590e-04
2.06467230e-02, 2.54841059e-01, -4.62281634e-04
2.10650153e-02, 2.55563229e-01, -4.20037541e-04
2.06095409e-02, 2.55125821e-01, -4.60664771e-04
2.10203398e-02, 2.55900115e-01, -4.18360985e-04
2.05645822e-02, 2.55470186e-01, -4.58799943e-04
2.09663194e-02, 2.56307542e-01, -4.16468101e-04
2.05102209e-02, 2.55886644e-01, -4.56675654e-04
2.09010057e-02, 2.56800294e-01, -4.14373673e-04
2.04444919e-02, 2.56390333e-01, -4.54295077e-04
2.08298042e-02, 2.57397115e-01, -4.11518093e-04
2.03735419e-02, 2.57000446e-01, -4.51044936e-04
2.07527895e-02, 2.58120000e-01, -4.07990447e-04
2.02958323e-02, 2.57739216e-01, -4.47131897e-04
2.06597634e-02, 2.58994251e-01, -4.05192084e-04
2.02019680e-02, 2.58632720e-01, -4.43935976e-04
2.05620155e-02, 2.60052979e-01, -4.01447178e-04
2.01040003e-02, 2.59714723e-01, -4.39673167e-04
2.04623714e-02, 2.61215866e-01, -3.98335018e-04
2.00037081e-02, 2.60889113e-01, -4.36376431e-04
2.03674622e-02, 2.62600690e-01, -3.96868883e-04
1.99097507e-02, 2.62297392e-01, -4.34909511e-04
2.02651117e-02, 2.64276266e-01, -3.95634706e-04
1.98074244e-02, 2.64001220e-01, -4.33730835e-04
2.01672241e-02, 2.66271770e-01, -3.94116068e-04
1.97093301e-02, 2.66019285e-01, -4.32317553e-04
2.00816486e-02, 2.68610507e-01, -3.94579198e-04
1.96230691e-02, 2.68380046e-01, -4.33458277e-04
2.00117473e-02, 2.71432132e-01, -3.97650118e-04
1.95515621e-02, 2.71224171e-01, -4.37557581e-04
1.99615210e-02, 2.74793237e-01, -4.01721452e-04
